doc_x,doc_y,cosine
0,1,0.07321406264979147
0,2,0.05305070453865265
0,3,0.07238147976794357
0,4,0.03514392278411993
0,5,0.029475189223262616
0,6,0.051718638882025464
0,7,0.054132024027966505
0,8,0.030657565766432065
0,9,0.0732487664768348
0,10,0.04914633047396075
0,11,0.03753031036536806
0,12,0.04406064626451465
0,13,0.05922414781268036
0,14,0.052741620734755745
0,15,0.035290474956439825
0,16,0.07474278839753448
0,17,0.04832204700660882
0,18,0.041103190502914486
0,19,0.04634427590292375
0,20,0.04408184150690391
0,21,0.047024846857315235
0,22,0.04856743336687364
0,23,0.033522480385674173
0,24,0.08841171723657343
0,25,0.028524188342392554
0,26,0.047353993274543975
0,27,0.08045817028377937
0,28,0.041959711890859355
0,29,0.04542996374017493
0,30,0.03507256670647816
0,31,0.02648967262605663
0,32,0.14817591590477042
0,33,0.04837835035127987
0,34,0.0451865244897506
0,35,0.08637240157335328
0,36,0.07186470020439176
0,37,0.03294421701334646
0,38,0.029449399337112006
0,39,0.02070575043740645
0,40,0.05806874552055101
0,41,0.09370910350544699
0,42,0.05214988072215961
0,43,0.029721395237755615
0,44,0.07126452123623994
0,45,0.15580554073245204
0,46,0.03740876831234095
0,47,0.04568741510699594
0,48,0.08868715877039884
0,49,0.04247276076083098
0,50,0.04793726222058221
0,51,0.04834944708327516
0,52,0.0757874250762687
0,53,0.06723174684618431
0,54,0.0689476073131812
0,55,0.11898263559688212
0,56,0.08561669362876391
0,57,0.07888338917744499
0,58,0.0806995309846465
0,59,0.061828955209419674
0,60,0.05449833770114808
0,61,0.07847973489177272
0,62,0.041079851569429816
0,63,0.0404731156398856
0,64,0.04524743091780496
0,65,0.04565171813536727
0,66,0.06089705411019505
0,67,0.031825562483011695
0,68,0.06404575632051016
0,69,0.02670201176246506
0,70,0.06285997965400039
0,71,0.07347002145306027
0,72,0.04862762928969282
0,73,0.08233674239704503
0,74,0.0771120059406269
0,75,0.0727468567667925
0,76,0.050828962059279705
0,77,0.0351342641052349
0,78,0.04667627743014852
0,79,0.05175724830109429
0,80,0.03827147283504953
0,81,0.09790196428903238
0,82,0.06560898911422272
0,83,0.0708513411099252
0,84,0.05230139004647781
0,85,0.07646980318007345
0,86,0.07661952779626305
0,87,0.11119417481837301
0,88,0.06506996489924323
0,89,0.047167212012395626
0,90,0.068791304929592
0,91,0.06259579188994975
0,92,0.060294861200029984
0,93,0.04885482721772797
0,94,0.0373928702925155
0,95,0.025778304011149278
0,96,0.05981618587346392
0,97,0.01719661726276158
0,98,0.07551349525136097
0,99,0.04835118644754232
0,100,0.07272734827479198
0,101,0.09480778133995289
0,102,0.05847515039523192
0,103,0.08086176790490594
0,104,0.08856010561257001
0,105,0.1181183119168943
0,106,0.038166840621061994
0,107,0.03202766544742488
0,108,0.05702980846902274
0,109,0.05017656936690527
0,110,0.0566791124020382
0,111,0.04338923351163865
0,112,0.04245854215523759
0,113,0.035675268445390956
0,114,0.0395504148694392
0,115,0.04696065178291204
0,116,0.03557101571322507
0,117,0.04990460574633701
0,118,0.035490507269080596
0,119,0.07123201771795706
0,120,0.05261967354301441
0,121,0.03157909741425471
0,122,0.007714741471654179
0,123,0.048049716126180274
0,124,0.04607445532701027
0,125,0.03979099987122413
0,126,0.05068762327851425
0,127,0.059140410395050344
0,128,0.06777475842891495
0,129,0.04125962112292919
0,130,0.060594788526098384
0,131,0.045743706878825445
0,132,0.07357345331638367
0,133,0.10607798768737337
0,134,0.10173782310849239
0,135,0.10540509842649821
0,136,0.019233181977132675
1,2,0.060450870698187595
1,3,0.07411167540360207
1,4,0.04813239658182425
1,5,0.04675659629029776
1,6,0.06786967026911095
1,7,0.041883081879094
1,8,0.04150683811205024
1,9,0.04492867954518915
1,10,0.06795534880180938
1,11,0.03619274881284196
1,12,0.04429810255018761
1,13,0.05568986386670055
1,14,0.05262979434787086
1,15,0.028089334269645935
1,16,0.06072148356208844
1,17,0.05815301516570397
1,18,0.03860197204682738
1,19,0.046038600194651065
1,20,0.04017739431832019
1,21,0.04827297014504813
1,22,0.04176913416557136
1,23,0.039301920621718174
1,24,0.0756988927485687
1,25,0.014309510875394369
1,26,0.03783029345464532
1,27,0.05975775187967688
1,28,0.048491972433431174
1,29,0.04366558582269072
1,30,0.024395256315545035
1,31,0.03360309511077488
1,32,0.04680744672856913
1,33,0.05531507916657586
1,34,0.06568668453434254
1,35,0.08046442691590264
1,36,0.052107574350682535
1,37,0.02286890434702521
1,38,0.03694846885259481
1,39,0.011122845565552132
1,40,0.06873721159215228
1,41,0.05890564625612975
1,42,0.058388201630664445
1,43,0.024514164342175942
1,44,0.04611668452261887
1,45,0.08183474622062079
1,46,0.05105785493289522
1,47,0.04396812593128485
1,48,0.06310321095370552
1,49,0.04285949752871351
1,50,0.04993077771113819
1,51,0.058956892919969896
1,52,0.05593526286275594
1,53,0.06213071858628182
1,54,0.06565941126104666
1,55,0.05010149949957352
1,56,0.03553459882412702
1,57,0.041483598192515424
1,58,0.060208405285876995
1,59,0.02951568776259967
1,60,0.04351837308969757
1,61,0.0553148924407487
1,62,0.030151825535060982
1,63,0.022831989464833502
1,64,0.07131632209252924
1,65,0.03283746723988018
1,66,0.03524484792674476
1,67,0.0324034342741825
1,68,0.030598275337491057
1,69,0.036388837002280544
1,70,0.0515152430606862
1,71,0.06551570541860145
1,72,0.04186446598089647
1,73,0.05811215562099287
1,74,0.051974999711978526
1,75,0.03787908918682322
1,76,0.02561873797580659
1,77,0.017712673294276504
1,78,0.048328054062373886
1,79,0.0315728225268258
1,80,0.019886954070750057
1,81,0.05181150542180232
1,82,0.034156465003361454
1,83,0.027279502599882346
1,84,0.032445576097793825
1,85,0.06115631317998875
1,86,0.040135383986812705
1,87,0.06349760797382378
1,88,0.03745122074718683
1,89,0.02366080435281114
1,90,0.0413748296489018
1,91,0.05061946733091141
1,92,0.028255668875872084
1,93,0.03497162290569766
1,94,0.03522055150102653
1,95,0.02135302470936293
1,96,0.04700075503307033
1,97,0.013060858741186503
1,98,0.04623851699085178
1,99,0.06032732034257372
1,100,0.04864991217301974
1,101,0.05170858081919795
1,102,0.04019125211263594
1,103,0.025874237712763273
1,104,0.02805990613373585
1,105,0.04723023320931469
1,106,0.028938443257729003
1,107,0.031178467574194332
1,108,0.0432212839142289
1,109,0.03349256817635917
1,110,0.051053648756152314
1,111,0.04233378769645588
1,112,0.0293807648985415
1,113,0.018601728843219867
1,114,0.033387432168821354
1,115,0.046705776825706896
1,116,0.026887087708169784
1,117,0.029400806213172016
1,118,0.0330403789104689
1,119,0.04271097182180328
1,120,0.02272805468962348
1,121,0.04223528549830209
1,122,0.00294169385421001
1,123,0.0402859377349703
1,124,0.0630013187465489
1,125,0.027265923550032618
1,126,0.055939845190454925
